Computer_Time, BaseRightFront,BaseRightBack, BackRightL1,BackRightL2,Top,BackRightL3,BackRightL4,BackLeftL4,BackLeftL3,BackLeftL2, Middle, BackLeftL1, BaseLeftBack, BaseLeftRight,Posture
17:16:23,223.00,15,15,34,16,142,243,137,29,15,16,405,510,320,1
17:16:25,224.00,15,16,42,15,150,225,134,44,15,14,404,513,322,1
17:16:27,222.00,16,16,49,15,130,176,137,33,15,15,414,512,326,1
17:16:29,219.00,15,15,54,15,168,72,15,63,15,16,417,518,328,1
17:16:31,219.00,15,15,62,16,203,48,21,63,15,16,412,513,328,1
17:16:33,215.00,15,14,15,15,98,34,112,26,15,16,377,512,330,1
17:16:36,202.00,15,16,16,16,89,15,15,16,16,15,416,544,330,1
17:16:38,217.00,16,16,16,16,107,16,15,35,16,15,422,514,360,1
17:16:40,207.00,15,15,15,15,142,15,15,16,16,16,438,519,349,1
17:16:42,229.00,15,15,15,15,173,15,16,41,16,14,383,508,349,1
17:16:44,228.00,15,15,16,16,128,15,19,42,15,16,381,509,355,1
17:16:55,283.00,17,16,16,88,17,17,16,16,304,18,429,689,315,11
17:16:57,287.00,16,16,16,88,15,15,15,16,309,16,443,690,315,11
17:16:59,291.00,16,16,15,86,17,16,16,15,315,15,450,689,315,11
17:17:01,286.00,16,15,15,77,16,15,15,16,309,15,444,690,316,11
17:17:03,296.00,16,15,15,106,15,16,16,16,309,15,461,696,306,11
17:17:06,290.00,15,16,16,31,16,16,16,15,294,15,531,691,322,11
17:17:08,295.00,17,16,16,71,16,16,16,16,303,16,456,689,309,11
17:17:10,287.00,17,16,20,176,16,17,16,17,299,16,460,692,308,11
17:17:12,274.00,16,16,16,174,15,16,15,16,318,16,494,704,313,11
17:17:14,266.00,15,16,15,186,16,16,17,15,314,15,491,707,323,11
17:17:16,282.00,15,17,16,180,16,16,17,16,301,16,460,698,315,11
17:17:18,284.00,13,16,15,196,16,16,16,15,298,16,455,699,327,11
17:17:21,282.00,17,16,16,227,16,17,16,16,299,16,457,688,328,11
17:17:23,267.00,15,16,16,202,16,16,16,16,291,16,449,707,319,11
17:17:25,263.00,16,16,16,216,16,16,15,16,292,16,449,683,314,11
17:17:27,269.00,15,16,16,203,16,16,16,16,306,16,471,684,312,11
17:17:29,274.00,18,17,18,212,17,17,17,18,304,17,473,685,322,11
17:17:31,282.00,16,15,15,252,16,16,15,15,284,16,464,686,324,11
17:17:33,278.00,16,16,15,290,16,17,16,16,292,16,468,682,324,11
17:17:36,264.00,16,17,16,249,15,16,16,16,313,16,480,688,327,11
17:17:38,247.00,16,16,16,222,16,16,15,15,315,17,489,700,326,11
17:17:40,236.00,16,15,15,81,16,16,16,15,287,15,452,693,325,11
17:17:42,238.00,16,16,16,158,16,15,16,16,298,16,445,682,327,11
17:17:44,254.00,17,17,17,16,17,17,16,16,315,17,448,650,367,11
17:17:46,267.00,15,16,17,17,16,15,16,16,317,16,447,627,367,11
17:17:48,326.00,15,16,15,15,16,16,15,15,218,16,203,654,277,11
17:17:51,16.00,15,16,15,15,15,15,16,16,246,16,472,604,328,11
17:17:53,16.00,16,15,16,16,16,15,16,16,270,16,490,602,335,11
17:17:55,16.00,14,16,16,16,16,15,15,16,265,15,495,603,338,11
17:17:57,17.00,15,16,16,22,16,15,15,16,268,16,492,607,339,11
17:17:59,16.00,15,15,15,39,16,16,16,15,258,15,427,587,332,11
17:18:23,439.00,17,17,16,262,16,16,16,16,16,16,16,594,205,11
17:18:25,437.00,16,16,16,271,17,15,16,15,16,15,16,597,204,11
17:18:27,444.00,16,17,15,266,16,16,15,16,15,16,16,593,207,11
17:18:29,431.00,16,15,16,271,16,15,16,15,15,17,15,598,189,11
17:18:31,433.00,16,16,16,272,15,16,16,16,16,17,15,597,194,11
17:18:33,433.00,15,16,16,281,16,16,15,16,15,15,15,596,196,11
17:18:35,433.00,16,17,16,286,15,16,16,16,16,17,16,593,176,11
17:18:38,434.00,16,17,16,301,15,16,16,16,16,16,18,594,186,11
17:18:40,434.00,16,17,15,290,17,16,16,16,16,16,16,593,183,11
17:18:42,435.00,16,17,15,287,16,16,16,16,15,16,15,593,175,11
17:18:44,436.00,15,15,16,301,16,15,15,16,15,15,16,591,183,11
17:18:46,434.00,16,16,16,297,17,16,16,15,17,16,15,591,188,11
17:18:48,434.00,15,15,15,291,16,15,16,16,15,15,17,593,178,11
17:18:50,443.00,16,16,16,454,16,16,17,16,16,16,16,589,172,11
17:19:01,269.00,16,15,15,15,15,15,15,15,16,16,15,617,299,111
17:19:03,282.00,15,16,16,15,14,15,16,16,15,14,15,624,283,111
17:19:05,313.00,15,16,15,15,16,16,15,16,15,15,15,615,287,111
17:19:08,17.00,16,17,17,17,17,17,17,17,16,17,146,626,338,111
17:19:10,392.00,16,16,16,15,15,16,15,15,16,16,15,656,242,111
17:19:12,398.00,16,17,16,16,16,16,15,16,16,16,17,658,286,111
17:19:14,388.00,16,16,16,16,16,16,15,15,15,16,14,653,231,111
17:19:16,388.00,15,15,16,15,15,15,16,15,16,15,16,652,225,111
17:19:18,392.00,16,15,15,15,17,16,15,15,16,15,15,657,240,111
17:19:20,400.00,16,17,16,15,17,16,19,16,17,17,17,659,236,111
17:19:23,396.00,17,16,15,15,15,16,13,15,15,16,16,656,242,111
17:19:25,348.00,16,16,15,15,15,16,15,15,16,15,16,648,205,111
17:19:27,384.00,16,16,15,15,16,16,16,15,15,15,16,645,214,111
17:19:29,388.00,15,15,16,16,15,16,15,16,16,16,15,654,213,111
17:19:31,391.00,15,16,15,15,16,16,15,16,15,15,15,652,221,111
17:19:33,397.00,15,16,16,16,16,17,16,16,15,16,16,648,229,111
17:19:35,380.00,16,17,17,15,16,16,16,16,16,16,16,658,219,111
17:19:38,399.00,16,17,16,17,16,16,16,17,16,16,16,656,223,111
17:19:40,400.00,16,17,16,16,17,16,17,16,16,17,16,655,221,111
17:19:42,401.00,15,17,16,16,16,16,16,17,16,17,16,656,228,111
17:19:59,157.00,15,16,15,16,335,78,372,144,16,15,15,410,358,1111
17:20:01,178.00,16,15,24,15,323,81,340,88,24,16,15,399,358,1111
17:20:03,234.00,16,17,15,16,299,73,422,131,17,16,16,364,382,1111
17:20:05,132.00,17,16,33,16,362,82,283,230,25,17,16,396,349,1111
17:20:08,137.00,17,16,80,16,353,103,374,212,54,16,17,405,352,1111
17:20:10,148.00,16,16,51,16,354,107,401,227,40,16,16,403,353,1111
17:20:12,157.00,17,16,17,18,339,139,430,232,23,17,17,386,355,1111
17:20:14,171.00,17,17,17,17,349,87,408,213,17,16,17,395,377,1111
17:20:16,166.00,17,17,16,35,269,469,325,130,17,16,16,327,356,1111
17:20:18,172.00,16,17,15,33,332,468,414,154,17,16,16,335,357,1111
17:20:20,191.00,17,16,16,16,253,329,419,175,16,16,16,304,405,1111
17:20:23,190.00,16,15,16,16,272,292,414,197,16,17,16,317,406,1111
17:20:25,279.00,16,16,124,16,289,105,516,159,30,16,16,426,420,1111
17:20:27,416.00,17,17,37,18,235,447,452,214,46,16,17,450,383,1111
17:21:01,279.00,16,20,256,15,18,16,16,15,15,16,510,470,252,1
17:21:03,217.00,15,52,309,15,15,16,16,16,15,40,557,477,246,1
17:21:05,282.00,16,15,233,15,15,16,16,15,16,24,499,473,253,1
17:21:08,287.00,16,16,233,16,16,15,16,17,16,15,502,476,266,1
17:21:10,290.00,16,17,267,16,27,16,16,17,17,16,512,475,266,1
17:21:12,291.00,16,28,273,14,19,16,16,16,15,15,518,477,267,1
17:21:14,290.00,17,31,279,15,30,16,15,16,16,16,522,479,271,1
17:21:16,292.00,16,17,266,15,16,15,15,16,15,18,522,477,269,1
17:21:18,292.00,15,17,253,16,15,15,15,15,15,19,518,476,270,1
17:21:20,293.00,15,42,277,16,15,16,16,14,14,15,524,479,271,1
17:21:23,293.00,16,39,277,16,27,15,16,15,16,16,529,479,271,1
17:21:25,295.00,16,36,274,16,16,15,16,16,16,19,526,482,271,1
17:21:27,293.00,16,35,283,15,16,16,15,14,15,26,528,480,271,1
17:21:29,295.00,15,16,289,16,16,16,15,17,16,34,535,482,276,1
17:21:31,294.00,15,20,265,15,16,15,16,17,16,16,522,478,275,1
17:21:33,295.00,15,38,292,15,15,15,15,15,16,15,525,482,275,1
17:21:35,296.00,16,34,274,16,16,16,16,16,15,16,525,481,277,1
17:21:38,297.00,16,16,251,15,17,16,16,15,16,25,528,481,279,1
17:21:40,297.00,15,24,283,15,16,15,16,16,15,18,529,480,278,1
17:21:42,297.00,16,29,276,16,16,16,16,16,16,16,525,480,279,1
17:21:44,296.00,16,35,284,17,16,16,16,16,16,16,529,482,281,1
17:21:46,298.00,17,42,287,16,16,16,16,16,17,16,534,484,282,1
17:21:48,298.00,16,33,277,17,16,16,16,16,17,23,526,481,281,1
17:22:27,17.00,17,18,346,17,226,17,18,17,17,17,16,393,271,11
17:22:29,16.00,17,17,343,17,396,17,16,17,17,17,17,349,236,11
17:22:31,16.00,16,17,330,17,312,16,16,16,16,16,16,370,270,11
17:22:33,17.00,16,15,278,17,311,16,16,16,15,16,16,374,271,11
17:22:35,17.00,16,16,573,17,234,16,16,17,16,16,17,386,255,11
17:22:37,17.00,17,17,572,16,277,17,16,16,17,17,17,386,268,11
17:22:40,17.00,15,16,342,16,216,17,17,16,16,16,16,399,257,11
17:22:42,16.00,16,16,304,16,228,16,17,16,16,17,16,407,248,11
17:22:44,17.00,17,17,446,17,260,17,16,17,15,17,17,395,273,11
17:22:46,17.00,16,16,342,16,226,17,14,16,15,16,16,390,276,11
17:22:48,16.00,15,16,376,16,236,16,17,16,16,16,17,411,273,11
17:22:50,16.00,16,16,447,16,245,16,15,16,16,16,17,418,277,11
17:22:52,17.00,16,16,436,17,238,15,16,16,16,15,16,421,260,11
17:22:55,16.00,16,17,420,16,250,17,16,16,16,16,15,423,274,11
17:22:57,16.00,15,16,401,16,260,16,17,16,16,16,16,428,265,11
17:22:59,16.00,16,16,531,16,208,17,15,16,16,16,15,434,283,11
17:23:01,15.00,15,15,410,49,278,15,16,15,16,15,16,423,280,11
17:23:10,15.00,16,16,20,15,16,16,15,134,418,16,15,504,270,11
17:23:12,16.00,15,15,16,16,16,15,15,115,381,15,16,512,270,11
17:23:14,17.00,15,16,15,16,15,15,15,125,395,15,16,513,265,11
17:23:16,15.00,15,16,16,15,16,15,15,119,420,16,15,516,281,11
17:23:18,16.00,15,16,15,16,15,16,15,127,392,16,15,516,280,11
17:23:20,16.00,15,15,15,15,15,15,15,126,390,15,15,516,280,11
17:23:22,16.00,16,15,17,16,15,15,15,117,392,16,15,516,280,11
17:23:25,16.00,16,15,15,15,14,16,16,136,405,16,15,508,278,11
17:23:27,15.00,15,15,16,16,16,15,16,92,392,16,15,512,276,11
17:23:29,16.00,15,15,15,16,15,15,15,79,415,15,15,516,282,11
17:23:31,16.00,15,14,15,18,16,15,14,64,439,16,15,518,284,11
17:23:33,16.00,15,16,102,15,15,16,15,96,422,15,15,516,286,11
17:23:35,16.00,16,15,122,15,15,16,16,98,420,16,15,517,285,11
17:23:37,16.00,15,15,398,16,15,15,15,74,441,16,16,520,287,11
17:23:40,15.00,15,15,77,28,15,15,15,92,413,16,16,519,290,11
17:23:42,16.00,16,15,67,45,16,16,15,96,411,16,15,524,286,11
17:23:48,16.00,15,14,15,16,15,15,15,16,16,15,15,497,271,111
17:23:50,16.00,16,34,197,16,17,17,16,17,16,16,225,505,196,111
17:23:52,16.00,14,19,16,16,15,16,16,15,16,16,16,520,191,111
17:23:55,16.00,16,24,16,16,16,16,16,16,16,15,32,509,199,111
17:23:57,17.00,16,16,17,17,15,16,16,15,16,16,15,493,224,111
17:23:59,16.00,16,16,26,16,15,16,16,16,16,72,108,489,193,111
17:24:01,16.00,16,16,15,17,16,15,16,15,16,42,69,491,226,111
17:24:03,16.00,16,17,25,16,16,17,15,16,16,56,125,484,220,111
17:24:05,16.00,16,16,18,16,16,16,16,16,16,56,166,485,217,111
17:24:07,16.00,16,16,22,16,16,16,16,16,16,57,133,487,223,111
17:24:10,16.00,15,17,23,16,16,16,15,16,16,57,153,487,223,111
17:24:12,16.00,16,16,22,15,16,17,16,16,16,58,155,487,229,111
17:24:14,15.00,16,15,24,16,16,16,16,16,16,54,155,494,223,111
17:24:16,16.00,17,16,26,16,16,16,16,16,17,57,127,487,227,111
17:24:18,16.00,15,16,37,16,15,16,16,16,16,55,137,490,225,111
17:24:20,16.00,16,16,18,16,16,16,16,16,16,53,158,490,232,111
17:24:22,16.00,15,16,33,16,16,15,16,16,16,66,164,491,233,111
17:24:25,16.00,15,15,31,15,16,16,16,17,15,58,124,490,234,111
17:24:27,16.00,15,16,32,16,16,16,16,17,16,65,170,490,232,111
17:24:29,16.00,16,13,33,17,16,16,15,16,15,67,184,490,230,111
17:24:31,17.00,15,15,23,16,16,15,16,16,15,54,165,487,221,111
17:24:33,16.00,15,16,27,17,15,15,15,15,16,52,158,487,225,111
17:24:35,16.00,16,16,18,15,16,16,15,15,17,50,148,486,225,111
17:24:37,15.00,16,15,28,16,15,15,15,16,16,51,141,486,225,111
17:24:40,16.00,16,15,42,16,16,17,15,16,15,64,169,488,227,111
17:24:42,16.00,15,15,29,15,16,15,16,16,16,66,189,491,225,111
17:24:44,16.00,15,16,16,16,16,16,15,16,16,62,195,490,230,111
17:24:46,16.00,14,16,15,16,16,15,16,16,16,60,155,493,237,111
17:24:48,16.00,15,16,18,15,15,16,17,16,15,56,188,490,230,111
17:24:50,15.00,16,15,38,16,15,16,16,17,16,62,169,490,239,111
17:24:52,17.00,15,15,21,15,14,16,15,15,15,40,56,468,196,111
17:24:55,15.00,15,16,40,16,14,15,16,15,16,44,81,480,263,111
17:24:57,15.00,17,16,49,16,17,16,16,16,15,60,192,481,204,111
17:24:59,18.00,17,17,38,17,16,16,16,17,16,63,174,486,211,1
17:25:14,16.00,15,16,341,54,280,15,15,16,16,15,61,467,217,11
17:25:16,17.00,17,17,359,17,286,17,16,16,16,17,84,493,226,1111
17:25:18,17.00,16,16,339,51,263,17,16,16,17,17,44,497,236,1111
17:25:20,17.00,16,16,357,69,254,17,16,17,17,18,62,505,241,1111
17:25:22,16.00,16,16,328,16,320,17,17,16,17,16,65,491,234,1111
17:25:25,16.00,16,16,311,15,330,16,16,15,16,15,42,465,243,1111
17:25:27,16.00,17,16,183,16,277,16,16,15,16,18,25,468,215,1111
17:25:29,16.00,16,17,388,17,307,16,16,15,17,17,16,452,207,1111
17:25:31,17.00,16,16,378,16,269,16,17,17,16,16,60,491,230,1111
17:25:33,16.00,16,16,354,16,300,17,14,17,16,16,65,492,238,1111
17:25:35,17.00,16,16,368,16,258,16,16,16,16,16,16,453,192,1111
17:25:37,16.00,16,16,399,16,220,16,16,16,17,16,54,482,222,1111
17:25:39,16.00,16,16,300,17,177,16,16,16,15,15,51,496,228,1111
17:25:42,17.00,17,16,282,17,152,16,16,16,16,16,172,515,172,1111
17:25:44,17.00,16,16,523,16,215,17,16,16,16,16,62,496,139,1111
17:25:46,16.00,16,15,585,16,207,16,16,17,16,15,73,508,137,1111
17:25:48,16.00,15,15,566,15,207,16,16,15,16,15,79,511,143,1111
17:25:50,16.00,16,16,539,16,195,15,16,16,15,16,66,510,138,1111
17:25:52,17.00,16,16,543,16,198,16,16,16,16,16,62,513,146,1111
17:25:54,16.00,16,15,536,16,193,16,16,15,16,16,60,512,150,1111
17:25:57,16.00,16,16,538,16,211,16,16,15,16,16,67,512,153,1111
17:25:59,16.00,16,16,540,15,209,16,15,16,16,16,65,512,153,1111
17:26:01,17.00,16,17,563,16,225,16,17,16,16,16,66,515,157,1111
17:26:29,19.00,18,18,90,18,27,19,19,18,20,18,109,522,351,1
17:26:31,18.00,17,17,17,17,17,17,17,16,18,16,17,555,364,1
17:26:33,18.00,17,18,119,62,86,18,17,17,73,18,186,557,313,1
17:26:35,18.00,17,17,200,25,30,17,18,18,76,99,274,571,315,1
17:26:37,19.00,17,18,182,17,18,18,18,18,74,55,186,564,323,1
17:26:39,18.00,18,18,190,17,37,17,17,17,73,19,171,557,320,1
17:26:42,17.00,18,18,19,29,18,27,17,18,18,17,87,581,331,1
17:26:44,18.00,18,17,59,18,18,17,17,18,18,18,113,573,334,1
17:26:46,18.00,17,18,101,53,17,18,18,17,24,17,157,576,337,1
17:26:48,18.00,17,17,28,88,17,24,18,18,17,18,127,577,340,1
17:26:50,18.00,16,18,44,68,17,37,17,17,17,17,132,575,341,1
17:26:52,17.00,16,17,64,69,17,17,17,17,16,16,145,578,342,1
17:27:12,16.00,16,15,15,44,16,16,15,16,16,15,174,556,296,11
17:27:14,17.00,16,16,16,120,17,16,17,16,16,17,115,537,282,11
17:27:16,17.00,16,17,16,104,16,16,16,15,17,17,127,553,304,11
17:27:18,16.00,16,16,16,102,17,17,17,17,17,16,134,554,307,11
17:27:20,558.00,16,17,17,116,17,17,16,16,17,18,126,557,314,11
17:27:22,557.00,18,17,17,121,17,16,16,17,16,17,128,556,313,11
17:27:24,563.00,16,18,17,110,16,16,16,17,19,17,135,556,319,11
17:27:27,561.00,16,17,16,82,17,17,17,16,16,16,146,556,322,11
17:27:29,562.00,16,17,17,63,17,16,17,17,16,17,148,562,324,11
17:27:31,564.00,17,16,16,49,17,16,17,16,17,17,166,564,327,11
17:27:33,564.00,18,16,17,50,17,17,17,17,16,17,167,564,326,11
17:27:35,566.00,17,16,17,35,16,17,17,16,17,17,156,573,327,11
17:27:37,607.00,17,17,17,17,17,17,17,17,17,17,64,584,189,11
17:27:54,16.00,16,16,17,16,17,15,16,16,15,16,16,484,16,11
17:27:57,17.00,16,16,15,15,40,52,16,16,16,16,16,444,16,11
17:27:59,16.00,16,15,16,15,73,98,16,16,16,16,17,468,16,11
17:28:01,16.00,15,16,16,16,105,118,17,15,16,16,16,471,16,11
17:28:03,16.00,16,16,16,16,131,126,16,16,16,15,16,465,17,11
17:28:05,16.00,16,17,16,15,141,108,15,15,15,15,15,452,15,11
17:28:07,16.00,15,16,17,17,130,95,16,16,15,16,16,457,15,11
17:28:09,15.00,16,16,16,15,78,79,15,16,16,15,15,472,16,11
17:28:12,16.00,15,16,15,16,152,131,16,15,15,15,15,447,16,11
17:28:14,16.00,15,15,15,16,149,101,15,15,16,16,16,460,15,11
17:28:16,17.00,16,15,15,15,129,129,16,15,16,15,16,459,16,11
17:28:18,16.00,16,15,15,15,170,104,16,15,15,15,16,433,15,11
17:28:20,16.00,16,16,16,15,216,151,15,16,16,16,16,453,16,11
17:28:22,16.00,16,15,15,15,217,170,15,15,14,16,17,420,16,11
17:28:24,16.00,16,16,16,15,178,139,15,15,15,15,16,426,15,11
17:28:27,17.00,16,15,15,16,199,149,16,15,15,16,16,430,16,11
17:28:29,16.00,17,15,16,16,182,151,16,16,16,15,16,432,16,11
17:28:31,16.00,16,15,16,15,193,168,15,16,16,15,15,428,16,11
17:28:33,16.00,15,17,15,16,183,168,15,17,15,15,16,429,16,11
17:28:35,17.00,15,16,15,16,209,151,16,16,15,15,15,423,16,11
17:28:37,17.00,16,15,16,16,199,146,16,16,15,16,16,425,15,11
17:28:39,16.00,15,15,16,15,159,124,16,15,16,17,16,429,16,11
17:28:42,16.00,16,16,15,16,165,131,16,15,16,16,16,429,17,11
17:28:44,17.00,16,15,16,15,191,106,16,15,15,16,16,428,16,11
17:28:46,16.00,16,16,16,17,191,138,15,16,16,15,15,429,16,11
17:28:48,16.00,16,15,15,15,233,162,15,16,15,16,16,429,16,11
17:29:22,16.00,16,16,16,16,17,16,15,16,16,16,17,559,318,111
17:29:24,17.00,16,16,16,16,16,17,15,17,16,82,16,548,321,111
17:29:26,16.00,15,16,16,16,15,16,16,16,17,214,16,520,294,111
17:29:29,16.00,15,16,15,15,16,17,16,15,16,112,16,538,318,111
17:29:31,16.00,16,16,16,16,16,16,17,17,15,136,15,537,319,111
17:29:33,16.00,16,15,16,16,15,16,16,16,17,216,16,527,314,111
17:29:35,17.00,16,16,17,16,16,15,16,16,16,190,16,533,321,111
17:29:37,16.00,16,15,16,15,16,16,15,16,16,199,16,534,324,111
17:29:39,16.00,17,16,16,16,16,16,15,17,16,157,16,533,326,111
17:29:41,17.00,16,15,16,16,16,16,16,16,15,242,16,551,342,111
17:29:44,16.00,16,15,16,17,16,17,15,16,15,234,16,548,334,111
17:29:46,16.00,16,16,16,17,16,16,16,16,16,259,16,546,316,111
17:29:48,16.00,16,16,16,16,16,16,16,15,16,256,16,530,301,111
17:29:50,17.00,16,15,17,15,16,16,16,15,17,284,16,549,317,111
17:29:52,17.00,16,15,16,17,16,17,16,16,16,273,16,549,325,111
17:29:54,17.00,15,16,17,16,16,17,16,16,16,280,16,551,341,111
17:29:56,15.00,15,15,16,16,16,16,16,16,16,219,16,548,316,111
17:29:59,16.00,16,16,16,16,15,16,16,16,16,294,16,550,322,111
17:30:01,16.00,16,17,16,15,16,16,16,15,17,230,15,559,325,111
17:30:03,16.00,16,16,15,16,16,16,16,16,16,242,16,552,319,111
17:30:05,16.00,16,16,16,16,16,17,15,16,17,234,15,552,316,111
17:30:07,17.00,16,16,16,16,17,16,17,16,16,233,16,568,336,111
17:30:09,16.00,15,16,16,16,16,16,15,15,16,289,16,566,327,111
17:30:11,17.00,16,16,16,16,16,16,16,17,16,220,14,568,344,111
17:30:14,16.00,16,17,16,16,16,16,15,16,16,256,16,583,330,111
17:30:16,17.00,16,16,15,16,16,16,17,16,16,378,16,541,269,111
17:30:18,17.00,16,15,16,16,16,17,15,17,16,337,16,561,291,111
17:30:54,467.00,15,17,17,59,60,129,16,15,15,15,16,708,530,1111
17:30:56,551.00,17,16,16,78,58,135,16,15,16,16,16,708,479,1111
17:30:59,540.00,16,16,16,82,32,108,16,15,17,16,16,701,463,1111
17:31:01,560.00,17,16,16,129,25,50,16,16,15,16,16,712,485,1111
17:31:03,565.00,16,16,16,115,45,58,16,16,16,17,16,714,493,1111
17:31:05,565.00,16,16,15,116,69,68,16,16,16,15,16,717,490,1111
17:31:07,555.00,15,16,16,103,16,17,16,15,16,15,16,706,470,1111
17:31:09,552.00,17,17,15,101,17,16,16,15,15,15,15,694,455,1111
17:31:11,488.00,17,16,16,112,26,64,16,16,16,15,16,663,380,1111
17:31:14,465.00,17,16,16,120,28,90,16,17,16,16,16,620,368,1111
17:31:16,467.00,16,16,16,129,41,113,16,16,16,15,15,582,363,1111
17:31:18,479.00,16,16,16,170,72,151,16,16,16,16,15,646,404,1111
17:31:20,469.00,16,16,15,114,103,66,55,16,16,15,15,676,403,1111
17:31:22,464.00,16,16,16,123,136,58,72,16,16,16,15,669,395,1111
17:31:24,458.00,16,16,16,124,142,45,66,15,15,16,16,681,359,1111
17:31:26,447.00,16,16,15,124,112,56,76,16,16,16,16,673,382,1
17:32:01,358.00,16,15,224,155,117,139,86,16,67,16,461,627,308,1
17:32:03,355.00,15,15,184,136,101,126,109,16,65,15,455,630,311,1
17:32:05,200.00,15,16,202,147,124,119,43,16,75,15,445,635,324,1
17:32:07,214.00,15,16,205,138,119,105,52,16,75,16,461,635,329,1
17:32:09,351.00,16,16,204,171,126,108,40,16,76,16,470,636,331,1
17:32:11,343.00,15,16,230,167,69,16,173,18,136,16,474,656,338,1
17:32:13,346.00,15,17,122,255,66,88,51,16,59,16,419,644,327,1
17:32:16,349.00,16,16,132,217,96,190,100,16,70,16,420,641,326,1
17:32:18,306.00,15,16,134,229,98,230,109,17,68,16,408,644,329,1
17:32:20,236.00,16,16,138,164,94,131,129,16,78,15,405,647,332,1
17:32:22,344.00,15,16,135,153,91,132,135,15,78,16,403,646,332,1
17:32:24,351.00,16,16,127,149,84,126,128,17,65,15,411,647,335,1
17:32:26,349.00,15,16,133,170,96,133,138,17,75,15,406,645,334,1
17:32:28,342.00,16,15,134,178,93,133,135,15,74,15,405,646,335,1
17:32:31,345.00,16,17,142,145,93,136,137,16,83,16,405,645,335,1
17:32:33,349.00,16,16,146,183,96,135,112,16,84,16,407,646,338,1
17:32:35,344.00,16,15,144,174,87,119,116,17,88,15,409,646,339,1
17:32:37,353.00,16,16,158,130,81,123,126,16,72,16,412,644,337,1
17:32:39,347.00,15,16,158,151,92,84,112,15,92,16,418,644,338,1
17:32:41,340.00,15,15,164,141,101,73,109,16,92,15,420,645,336,1
17:32:43,345.00,16,16,160,138,104,88,129,16,91,16,407,645,335,1
17:32:46,347.00,16,16,172,158,103,69,98,16,97,15,425,644,338,1
17:33:50,218.00,17,16,16,92,17,17,16,212,17,16,274,613,16,11
17:33:52,216.00,16,15,16,94,15,16,29,207,15,15,252,607,15,11
17:33:54,192.00,16,17,16,16,15,16,16,122,112,16,270,596,15,11
17:33:56,205.00,15,16,16,74,16,16,16,221,200,16,268,599,16,11
17:33:58,205.00,15,16,19,89,15,15,17,230,223,16,268,596,16,11
17:34:01,205.00,15,15,36,90,16,16,15,216,154,15,267,598,16,11
17:34:03,207.00,16,16,15,193,15,16,15,171,84,16,253,567,16,11
17:34:05,209.00,16,16,16,82,15,16,55,216,110,16,239,568,40,11
17:34:07,211.00,15,15,15,73,15,15,71,225,106,15,241,575,23,11
17:34:09,211.00,16,16,16,76,15,15,63,230,108,15,243,574,21,11
17:34:11,202.00,16,15,15,87,16,16,69,226,131,15,241,580,16,11
17:34:13,207.00,16,15,15,72,15,16,60,224,122,15,237,578,20,11
17:34:15,211.00,16,15,16,87,16,16,62,250,150,16,253,582,15,11
17:34:18,209.00,16,16,16,72,16,16,59,246,163,16,245,579,21,11
17:34:20,211.00,15,16,16,83,15,15,75,260,147,15,256,580,67,11
17:34:22,210.00,16,15,16,77,16,15,62,264,155,16,256,581,36,11
17:34:24,211.00,14,15,15,86,16,16,70,267,149,16,262,582,40,11
17:34:26,211.00,16,16,16,80,15,15,66,271,169,14,258,582,46,11
17:34:28,211.00,15,16,16,78,16,16,52,269,174,16,259,582,37,11
17:34:30,209.00,16,15,16,69,15,16,50,273,167,16,258,580,72,11
17:34:33,209.00,17,16,16,74,15,16,53,271,170,16,256,579,67,11
17:34:35,212.00,16,16,16,84,16,15,52,256,174,17,258,582,68,11
17:34:37,212.00,16,16,17,77,16,16,53,270,173,16,202,566,69,11
17:34:39,213.00,16,15,16,78,15,17,48,268,173,16,211,564,95,11
17:34:41,211.00,16,17,13,75,16,16,51,278,193,15,216,565,101,11
17:34:43,215.00,16,13,15,80,15,16,51,268,165,16,217,570,90,11
17:34:45,216.00,16,16,16,70,16,16,64,259,178,16,231,575,100,11
17:34:48,195.00,15,16,16,65,16,18,49,281,184,15,237,570,148,11
17:34:50,196.00,16,16,17,85,15,15,36,263,150,16,235,572,153,11
17:34:52,168.00,16,16,15,69,17,16,44,260,141,16,236,568,148,11
17:34:54,170.00,17,16,16,78,16,16,50,290,140,16,226,566,161,11
17:37:03,299.00,16,16,339,16,185,16,16,16,17,16,99,665,270,11
17:37:05,316.00,16,16,652,16,126,17,16,15,16,17,313,590,16,11
17:37:07,264.00,16,16,419,16,296,52,16,16,16,16,16,468,17,11
17:37:09,228.00,15,16,467,17,343,42,15,28,15,15,15,486,16,11
17:37:11,225.00,16,16,486,16,348,39,15,16,15,15,33,489,15,11
17:37:13,227.00,15,16,488,15,350,43,16,19,16,16,34,490,16,11
17:37:15,231.00,15,16,493,16,347,39,16,30,16,16,37,492,16,11
17:37:17,231.00,16,15,507,15,348,47,17,16,16,16,43,492,16,11
17:37:20,227.00,17,16,500,26,347,47,16,16,16,16,42,495,16,11
17:37:22,229.00,15,16,504,32,343,45,15,16,15,15,47,496,15,11
17:37:24,230.00,16,17,511,15,355,53,16,15,15,16,41,497,16,11
17:37:26,232.00,16,15,515,27,355,40,16,16,16,16,45,496,15,11
17:37:28,230.00,16,16,516,15,345,47,16,16,16,16,54,497,16,11
17:37:30,233.00,15,14,518,27,349,45,15,16,15,15,52,501,16,11
